"","x"
"124",8.35433642
"125",13.04765105
"126",8.765139509
"127",8.909529248
"128",12.90293653
"129",9.829114379
"130",14.80978634
"131",11.01675435
"132",9.572755566
"133",5.24432545
"134",9.962808052
"135",7.348674535
"136",5.95030589
"137",7.238386891
"138",8.683588081
"139",8.220029018
"140",11.90784026
"141",9.562482372
"142",13.05334986
"143",11.0331665
"144",9.865842096
"145",7.600151254
"146",5.137003448
"147",8.541955846
"148",8.76807076
"149",6.979077357
"150",11.71265642
"151",7.219988449
"152",9.663847616
"153",8.425075527
"154",7.828996141
"155",9.081919605
"156",8.718395406
"157",8.627978297
"158",9.655880134
"159",7.332879973
"160",12.21975381
"161",10.67212923
"162",7.770410653
"163",12.12887702
"164",8.018272768
"165",7.661529542
"166",10.51360374
"167",10.45782323
"168",9.975487786
"169",9.684991845
"170",9.450298511
"171",8.710314574
"172",8.791664863
"173",7.915803518
"174",9.283734246
"175",10.85455645
"176",6.086667373
"177",9.803550482
"178",10.939192
"179",9.42758587
"180",8.673131761
"181",9.651547336
"182",7.258425042
"183",13.35374735
"184",11.12112477
"185",11.38599137
"186",12.204195
"187",8.322839727
"188",8.726139068
"189",12.44547512
"190",9.171855429
"191",10.09581145
"192",11.48069644
"193",7.942316139
"194",11.15185258
"195",11.83240635
"196",8.968522028
"197",10.72368873
"198",8.816904974
"199",11.21401045
"200",8.22101116
"201",9.888171051
"202",7.366822899
"203",8.014505292
"204",8.342211756
"205",13.60635399
"206",14.27158285
"207",8.128082694
"208",11.57273734
"209",10.17202969
"210",8.862501997
"211",7.450248343
"212",8.079653524
"213",10.86550964
"214",5.084638514
"215",11.62144403
"216",11.13648741
"217",8.922948141
"218",7.79869567
"219",8.063111855
"220",7.87955839
"221",10.17789044
"222",10.33764808
"223",10.27559397
"224",9.156733026
"225",11.99973681
"226",9.9877279
"227",8.280610382
"228",9.178564333
"229",6.598876831
"230",9.311719778
"231",6.136306954
"232",11.66548491
"233",7.268390904
"234",7.096105333
"235",7.29910731
"236",8.361140388
"237",9.841652213
"238",8.841679789
"239",9.67785849
"240",6.952941892
"241",7.972096263
"242",5.312010977
"243",6.924481914
"244",14.16141255
"245",9.660236066
"246",11.23900471
"247",11.32469871
"248",13.64819428
"249",12.06594154
"250",8.65213222
"251",10.34742313
"252",9.33040303
"253",6.899424445
"254",8.995912411
"255",9.00500373
"256",10.71752486
"257",6.282302964
"258",10.01472532
"259",10.0233598
"260",7.606136797
"261",6.743253265
"262",8.237795824
"263",9.460277517
"264",11.30916711
"265",11.64213484
"266",9.051101472
"267",11.77789007
"268",9.547240299
"269",9.414818321
"270",11.03009584
"271",9.418176364
"272",8.971879288
"273",6.602588571
"274",7.644898619
"275",7.929380841
"276",11.71346627
"277",5.103337154
"278",6.577967058
"279",10.25440698
"280",10.96078965
"281",5.284831917
"282",5.789960099
"283",11.27195361
"284",10.43667207
"285",10.75582512
"286",8.10959677
"287",10.56150959
"288",6.015330857
"289",9.153598064
"290",8.666311182
"291",10.3692351
"292",10.08799281
"293",8.21364009
"294",11.78586625
"295",8.577931887
"296",13.06863522
"297",8.352132315
"298",12.61718413
"299",10.84406433
"300",13.22348626
"301",9.838326731
"302",11.24688854
"303",7.924634364
"304",11.12572725
"305",9.862214214
"306",12.23850062
"307",12.31526219
"308",10.46763165
"309",10.25796959
"310",8.476903648
"311",15.44954432
"312",7.378897481
"313",8.669118391
"314",8.275088958
"315",8.195469685
"316",12.59253696
"317",8.681754378
"318",11.98131914
"319",13.95782496
"320",10.57647454
"321",9.443154452
"322",6.866568234
"323",8.766355785
"324",13.01190808
"325",11.17330351
"326",8.538072615
"327",8.91117707
"328",11.37085112
"329",7.388804271
"330",11.24204965
"331",9.064844803
"332",9.741613134
"333",9.357698868
"334",8.204006053
"335",9.987114463
"336",6.59849538
"337",7.130713957
"338",5.812020966
"339",7.615154674
"340",9.972697136
"341",9.570431446
"342",13.36019275
"343",14.46714528
"344",9.379196891
"345",8.893818067
"346",8.774856973
"347",9.21250305
"348",11.27010881
"349",11.59826978
"350",8.656946873
"351",11.78350514
"352",9.471415302
"353",7.301147455
"354",11.64421578
"355",12.41011676
"356",8.911487708
"357",6.101134361
"358",8.67263943
"359",9.023607462
"360",8.545825992
"361",6.959783412
"362",9.84431265
"363",9.898244238
"364",8.686664634
"365",11.47077581
"366",11.18016663
"367",11.5825485
"368",8.423705074
"369",7.685813064
"370",8.366497522
"371",11.15023692
"372",6.568039426
"373",7.049723072
"374",9.43344469
"375",10.38836677
"376",13.20714782
"377",9.233811772
"378",7.812648389
"379",10.95721887
"380",10.3360265
"381",9.409340362
"382",8.506431786
"383",12.57972333
"384",12.6649187
"385",8.559690192
"386",11.25270606
"387",9.76519087
"388",10.57886495
"389",11.14992585
"390",7.441608253
"391",8.570015616
"392",11.40946945
"393",6.869882211
"394",8.312936418
"395",8.327262259
"396",7.805270657
"397",9.535815206
"398",11.34160031
"399",5.615445112
"400",8.619971098
"401",8.084472311
"402",10.92618555
"403",5.580954282
"404",7.352620289
"405",10.46272708
"406",8.484167965
"407",7.715695341
"408",10.25628554
"409",9.354463149
"410",12.04791875
"411",11.49637008
"412",7.815483714
"413",8.88788868
"414",14.65732154
"415",5.821198235
"416",9.888047113
"417",8.109303342
"418",8.460443263
"419",12.22657565
"420",10.35242832
"421",10.56716207
"422",5.748539156
"423",9.758514427
"424",11.92438468
"425",11.58287846
"426",7.559905692
"427",8.793734869
"428",8.092922023
"429",8.119969628
"430",9.379122921
"431",8.056661042
"432",8.090015756
"433",9.944684041
"434",7.988836767
"435",12.81198101
"436",9.197818299
"437",5.076544162
"438",6.813793286
"439",10.39086351
"440",10.40539818
"441",7.852708482
"442",8.712751159
"443",11.36952269
"444",10.61489785
"445",9.457743144
"446",12.98008334
"447",9.939068474
"448",8.981248255
"449",10.10750665
"450",11.26501151
"451",11.99002357
"452",12.0162748
"453",8.689415756
"454",12.48840077
"455",9.879105035
"456",11.32143972
"457",9.061505165
"458",8.530239576
"459",8.382116787
"460",8.194368149
"461",6.043996856
"462",12.65043325
"463",11.6716284
"464",11.95257466
"465",9.518486623
"466",7.574792876
"467",9.75080826
"468",11.29283058
"469",11.46844203
"470",11.49225376
"471",11.16002714
"472",8.757651306
"473",7.395887666
"474",9.51164223
"475",5.776953968
"476",10.78206425
"477",11.38551936
"478",8.713591923
"479",16.7489876
"480",10.31417267
"481",11.61256309
"482",9.827354481
"483",8.347728043
"484",10.77287286
"485",4.916497827
"486",12.28097651
"487",12.09366831
"488",13.5964169
"489",10.62971446
"490",7.491412514
"491",11.12389595
"492",7.370147486
"493",9.645259095
"494",7.203590749
"495",7.780983407
"496",11.58931351
"497",7.377170352
"498",10.41954394
"499",9.695702694
"500",10.26902445
"501",8.728691773
"502",10.13320176
"503",9.107590558
"504",10.56603958
"505",9.26906696
"506",7.930760623
"507",7.423298654
"508",11.31282012
"509",8.033071255
"510",7.702143549
"511",9.173275172
"512",9.321760736
"513",12.71303665
"514",11.80342141
"515",7.730539041
"516",6.752657569
"517",9.649532083
"518",14.49841967
"519",11.91093819
"520",8.340604531
"521",8.806302412
"522",11.71454535
"523",10.63667348
"524",10.39888409
"525",7.829910475
"526",4.939688138
"527",10.22145708
"528",9.240996831
"529",5.461688158
"530",6.420917325
"531",10.97039816
"532",9.328207845
"533",13.71959137
"534",8.613681548
"535",9.124326382
"536",11.40854035
"537",9.414260493
"538",11.28098286
"539",9.52702785
"540",7.898945931
"541",9.23971348
"542",11.71594287
"543",11.19354949
"544",9.006159334
"545",8.239095531
"546",12.51547363
"547",4.477013551
"548",8.946558357
"549",8.065088639
"550",9.204402656
"551",10.98818067
"552",5.747951639
"553",10.95169267
"554",6.67445258
"555",11.06961884
"556",11.639488
"557",11.55305027
"558",13.2226475
"559",11.35040912
"560",10.31663121
"561",10.93571585
"562",7.611567858
"563",10.71556997
"564",6.905763611
"565",10.96759013
"566",9.212926668
"567",6.666386212
"568",10.21438153
"569",11.35056021
"570",11.23977019
"571",8.216056275
"572",5.956896376
"573",11.95684828
"574",8.254874887
"575",11.74974656
"576",9.821005798
"577",13.81971764
"578",7.709113455
"579",8.620449315
"580",10.17926428
"581",10.26619524
"582",9.746699802
"583",11.21382929
"584",9.888741545
"585",7.86831818
"586",10.891179
"587",11.26159546
"588",8.888593273
"589",10.40817765
"590",9.634481456
"591",9.185727563
"592",7.023526689
"593",9.611033646
"594",11.98621839
"595",7.608855181
"596",11.41980816
"597",9.630489374
"598",11.3289013
"599",12.41503387
"600",9.585539332
"601",12.39067893
"602",11.27397536
"603",10.85694199
"604",10.50247152
"605",6.670007712
"606",9.374143695
"607",6.542020702
"608",8.696461311
"609",6.5710027
"610",9.051876772
"611",4.669388565
"612",10.73178624
"613",9.082196377
"614",11.66906828
"615",8.378379702
"616",11.67428074
"617",11.14394919
"618",10.02328061
"619",11.26249554
"620",9.473146285
"621",11.77968463
"622",12.51506776
"623",11.06456963
"624",7.760323635
"625",4.946768169
"626",7.140406462
"627",8.419109084
"628",8.648887693
"629",9.524619674
"630",10.51250949
"631",7.482751445
"632",10.61676159
"633",9.14136631
"634",10.69081431
"635",6.892601956
"636",6.739023916
"637",10.56958105
"638",8.220562037
"639",6.171674518
"640",13.90231006
"641",12.72725308
"642",9.025277791
"643",10.93334345
"644",10.34626318
"645",8.250604663
"646",10.13417879
"647",10.42994113
"648",5.079798333
"649",7.614590746
"650",2.584846878
"651",8.921852975
"652",6.335353563
"653",12.54200635
"654",5.740299169
"655",5.007604373
"656",12.25570026
"657",9.484273957
"658",9.2052144
"659",8.784626097
"660",11.37075231
"661",12.36784038
"662",5.611644706
"663",11.55005686
"664",11.895141
"665",4.401643225
"666",10.99638438
"667",7.42506663
"668",8.454873048
"669",9.106293256
"670",10.77941924
"671",10.91677387
"672",11.3154899
"673",9.218484105
"674",6.143233483
"675",7.736780481
"676",9.900261096
"677",9.741913877
"678",9.917294003
"679",12.19842223
"680",10.3686848
"681",9.842028825
"682",10.54963639
"683",6.669408383
"684",11.10510121
"685",12.67140684
"686",8.738657676
"687",5.0560906
"688",10.38420301
"689",3.365013262
"690",11.91034912
"691",9.194682535
"692",9.553271395
"693",10.85541055
"694",6.602515433
"695",8.07652842
"696",8.996103013
"697",8.785813868
"698",7.96210955
"699",9.833986916
"700",11.31849993
"701",7.581170167
"702",7.047064457
"703",11.85785363
"704",11.0264201
"705",9.771351122
"706",7.989312135
"707",11.3397456
"708",8.849366254
"709",7.242678406
"710",9.331011278
"711",10.77993996
"712",8.128832367
"713",11.56122157
"714",7.775741085
"715",12.12489741
"716",12.00015791
"717",9.594089707
"718",11.32163032
"719",10.07468268
"720",9.139974723
"721",9.79822579
"722",11.15076766
"723",7.26267047
"724",9.793218242
"725",6.985688665
"726",2.769123939
"727",9.615721761
"728",7.410901877
"729",6.37430952
"730",9.660775872
"731",10.43640398
"732",10.71988582
"733",7.568366392
"734",9.712314775
"735",7.092845277
"736",7.718219305
"737",10.12075305
"738",10.69612025
"739",9.550765248
"740",10.64881937
"741",12.35230682
"742",6.830806111
"743",7.476151929
"744",9.111087262
"745",7.693147077
"746",7.753335936
"747",9.6110436
"748",11.08665126
"749",12.02559176
"750",11.22534293
"751",9.24624929
"752",8.709159449
"753",6.715662406
"754",12.21477601
"755",11.35465606
"756",11.56584798
"757",6.585432787
"758",10.86582209
"759",6.843056424
"760",7.999833293
"761",8.532195914
"762",8.87372864
"763",9.722715843
"764",7.44656903
"765",5.604923097
"766",9.274175818
"767",10.63924141
"768",11.92705587
"769",9.172004716
"770",10.49317458
"771",14.72962477
"772",4.38272391
"773",7.928191586
"774",8.742571657
"775",12.27864708
"776",8.647713797
"777",6.340519498
"778",10.13490377
"779",9.554108966
"780",9.692180701
"781",10.52106124
"782",11.10568566
"783",9.488916527
"784",11.37390076
"785",7.94857002
"786",7.507634009
"787",8.799503852
"788",9.455124123
"789",8.008943159
"790",5.930288577
"791",8.807024418
"792",8.961534636
"793",9.819260142
"794",4.982879736
"795",10.90356383
"796",12.34680656
"797",8.843657052
"798",9.968705212
"799",10.63782777
"800",9.314009949
"801",9.251030316
"802",9.14833608
"803",10.721825
"804",12.8221304
"805",9.856978796
"806",6.631377012
"807",10.94274744
"808",6.937617406
"809",6.426439509
"810",5.00374236
"811",10.19208411
"812",11.06218577
"813",7.768885041
"814",9.258883434
"815",8.745297739
"816",6.753566469
"817",9.423183016
"818",9.226964238
"819",8.595840918
"820",10.4879384
"821",7.276078308
"822",9.124104499
"823",9.931750402
"824",9.057752833
"825",7.512243638
"826",9.650690912
"827",7.303753609
"828",6.772082539
"829",10.47836745
"830",8.888829047
"831",9.479978619
"832",12.15754755
"833",12.50527405
"834",9.403335851
"835",10.2421884
"836",9.047736713
"837",10.1440578
"838",4.868790177
"839",8.207399964
"840",8.332446792
"841",9.445606947
"842",11.2530263
"843",8.509172019
"844",10.29886196
"845",9.423129593
"846",9.331302097
"847",7.455246646
"848",12.37955863
"849",10.22651031
"850",5.613399843
"851",9.369517532
"852",8.425832024
"853",10.04029053
"854",12.59682527
"855",7.583386811
"856",10.45247706
"857",8.693267491
"858",7.474371738
"859",11.26319867
"860",11.93923265
"861",9.418719711
"862",9.711176494
"863",9.072373065
"864",10.37398249
"865",10.75990561
"866",9.49554604
"867",10.19751439
"868",7.844704367
"869",7.196023697
"870",7.562414657
"871",10.26409567
"872",10.67950706
"873",9.1517992
"874",7.593328777
"875",10.31341452
"876",7.610227425
"877",13.78826354
"878",8.052961614
"879",9.684017677
"880",7.403689144
"881",10.95310834
"882",6.291983638
"883",8.379266611
"884",7.657740338
"885",5.75556564
"886",10.50990445
"887",8.740036726
"888",6.118877632
"889",5.046975934
"890",12.51726744
"891",8.640251664
"892",7.158448059
"893",8.700368215
"894",6.365383168
"895",10.12395603
"896",8.192853307
"897",8.117302092
"898",6.835085111
"899",9.639634926
"900",9.927357442
"901",7.499316722
"902",8.868475489
"903",12.72762263
"904",9.270074705
"905",9.603404564
"906",9.544428766
"907",10.34883764
"908",10.73869871
"909",7.643530663
"910",8.874608911
"911",10.54513139
"912",7.361032094
"913",8.681599334
"914",10.34754072
"915",12.09297251
"916",9.537007215
"917",12.65574248
"918",9.112834232
"919",10.97709561
"920",12.25826758
"921",9.735205386
"922",10.35857689
"923",9.204564647
"924",8.438362411
"925",8.51089833
"926",10.57971793
"927",10.87555085
"928",9.738872196
"929",5.375109861
"930",8.22990819
"931",10.43427855
"932",9.485700204
"933",7.580369591
"934",12.0687384
"935",5.775093313
"936",7.33959043
"937",5.451523374
"938",6.540443253
"939",12.352357
"940",9.798150259
"941",9.130645599
"942",9.405409377
"943",8.698949606
"944",9.535002379
"945",8.938342209
"946",10.86341843
"947",9.958592637
"948",8.02453878
"949",7.329854897
"950",9.533093966
"951",9.387537754
"952",10.59291384
"953",5.609706852
"954",11.08277529
"955",9.677631313
"956",10.88300423
"957",8.400836191
"958",11.75482399
"959",10.25632013
"960",7.91160629
"961",8.668035655
"962",10.84899942
"963",9.804624276
"964",9.555433366
"965",8.769226326
"966",12.74874799
"967",10.49500493
"968",10.35907221
"969",9.542596597
"970",8.318614519
"971",7.767021042
"972",9.585432563
"973",7.331174833
"974",11.79676758
"975",12.02953996
"976",8.486966964
"977",8.795090198
"978",9.715011364
"979",10.56582795
"980",10.47233174
"981",14.2578252
"982",10.51479844
"983",11.95136479
"984",7.079104802
"985",11.20571116
"986",8.609301681
"987",9.947993144
"988",7.8342756
"989",8.067866722
"990",12.12748448
"991",7.757891486
"992",9.543830687
"993",9.540163425
"994",9.213626326
"995",6.338318485
"996",7.928165649
"997",7.802254429
"998",8.296420414
"999",8.229655192
"1000",8.593981206
"1001",11.78371758
"1002",10.5233667
"1003",9.976790517
"1004",9.270927213
"1005",13.1174574
"1006",9.211667042
"1007",7.712939043
"1008",7.576373595
"1009",14.51796586
"1010",11.7228686
"1011",10.57061524
"1012",13.24145011
"1013",7.409240016
"1014",11.30849836
"1015",7.517486985
"1016",9.064548281
"1017",12.48167561
"1018",8.637080612
"1019",8.641923994
"1020",9.256184426
"1021",10.69711343
"1022",7.907993722
"1023",7.475582863
"1024",7.356599804
"1025",7.51600297
"1026",8.669555615
"1027",9.885533987
"1028",8.715521474
"1029",7.337525893
"1030",6.099444696
"1031",12.68238885
"1032",10.80177692
"1033",9.437632694
"1034",9.817697196
"1035",8.108763632
"1036",7.770611193
"1037",12.24641336
"1038",8.718670925
"1039",10.10484943
"1040",7.548524685
"1041",10.19085071
"1042",7.045477985
"1043",6.771569966
"1044",7.039352246
"1045",7.123628949
"1046",8.249628372
"1047",9.164166801
"1048",5.883803784
"1049",8.231705262
"1050",6.852138839
"1051",8.365948333
"1052",9.498120124
"1053",7.601475942
"1054",12.40201505
"1055",9.993600017
"1056",10.97911734
"1057",8.476653642
"1058",11.71578185
"1059",9.630389554
"1060",10.69086294
"1061",10.03923579
"1062",12.36624914
"1063",9.32890979
"1064",8.050808561
"1065",6.787337719
"1066",11.8953431
"1067",11.24763546
"1068",10.5935001
"1069",11.63787197
"1070",9.737278924
"1071",7.625474068
"1072",11.62975317
"1073",9.426044906
"1074",5.620349358
"1075",10.43198553
"1076",13.68469139
"1077",10.25626714
"1078",13.47939279
"1079",7.23487167
"1080",9.768458021
"1081",10.41109208
"1082",8.357665703
"1083",7.449514525
"1084",9.576852742
"1085",10.64299205
"1086",7.769261009
"1087",17.11146178
"1088",7.141536568
"1089",12.35048426
"1090",10.73957866
"1091",15.14718498
"1092",9.601846775
"1093",4.789735889
"1094",5.969447019
"1095",9.771558237
"1096",11.84929839
"1097",7.16337521
"1098",8.07145183
"1099",8.38683549
"1100",11.84185979
"1101",6.509227635
"1102",6.917621724
"1103",7.7869271
"1104",7.269841136
"1105",8.676520788
"1106",14.6051547
"1107",8.362785879
"1108",10.22840427
"1109",6.723709945
"1110",8.502125099
"1111",6.905803784
"1112",9.772804286
"1113",9.001530883
"1114",10.21032441
"1115",4.983680331
"1116",9.79543465
"1117",7.596207202
"1118",9.656053331
"1119",7.660756719
"1120",6.10355682
"1121",7.711225012
"1122",10.03552504
"1123",7.284409582
"1124",7.894210168
"1125",7.382194964
"1126",10.23973143
"1127",9.698042694
"1128",11.11114125
"1129",10.79464086
"1130",10.08156084
"1131",12.02083065
"1132",10.19712088
"1133",11.26591013
"1134",9.531591074
"1135",9.726442166
"1136",9.312423819
"1137",12.28701287
"1138",10.89505385
"1139",10.59567138
"1140",9.453784338
"1141",10.03594275
"1142",12.57692423
"1143",10.34151878
"1144",12.23381103
"1145",8.053677334
"1146",7.140223648
"1147",9.814231626
"1148",4.702796049
"1149",11.23875066
"1150",10.091433
"1151",10.85666261
"1152",10.01843712
"1153",9.958962604
"1154",10.18635484
"1155",11.36192858
"1156",12.07452725
"1157",12.66376211
"1158",7.122866647
"1159",11.90133658
"1160",5.455408582
"1161",5.042616844
"1162",11.09672173
"1163",13.00178834
"1164",10.30619593
"1165",10.2383355
"1166",8.451144096
"1167",10.286087
"1168",14.4316831
"1169",6.843108719
"1170",6.106816267
"1171",8.085197915
"1172",8.417418588
"1173",7.037936701
"1174",9.816524853
"1175",5.938634867
"1176",7.771853249
"1177",7.214794641
"1178",12.2194329
"1179",8.121845587
"1180",8.289010572
"1181",9.809062909
"1182",10.04240241
"1183",6.133908482
"1184",10.00694977
"1185",6.813739991
"1186",7.721586108
"1187",13.20234323
"1188",10.18661284
"1189",10.26233263
"1190",8.693233091
"1191",10.72250064
"1192",3.289376708
"1193",10.13497346
"1194",10.5090987
"1195",7.903281745
"1196",12.04073816
"1197",9.829863886
"1198",6.066540449
"1199",11.57403171
"1200",11.25718513
"1201",10.53923586
"1202",11.16228961
"1203",9.706724133
"1204",10.85265402
"1205",8.549231506
"1206",9.197464539
"1207",6.809288368
"1208",8.489338919
"1209",6.552023257
"1210",10.04787108
"1211",10.39024778
"1212",9.96781432
"1213",9.029069797
"1214",7.501590774
"1215",9.844584073
"1216",10.91109494
"1217",8.021947861
"1218",8.743437083
"1219",11.29520318
"1220",6.13370092
"1221",6.810935476
"1222",9.389577352
"1223",11.07416863
"1224",10.27539088
"1225",9.877444943
"1226",10.65370212
"1227",6.105905028
"1228",7.219211769
"1229",11.29180542
"1230",9.912276471
"1231",8.890838977
"1232",7.905842003
"1233",12.21156796
"1234",13.04534561
"1235",13.60696735
"1236",8.598746149
"1237",10.14784221
"1238",6.652724829
"1239",9.391316554
"1240",8.363118902
"1241",12.13027921
"1242",7.209911671
"1243",11.83207668
"1244",10.02903128
"1245",9.179351034
"1246",9.063113935
"1247",11.1830777
"1248",10.65948423
"1249",8.551620254
"1250",10.11575546
"1251",11.64520432
"1252",11.94744782
"1253",6.809117647
"1254",9.600977119
"1255",9.702462615
"1256",11.78379243
"1257",12.21589898
"1258",12.96894889
"1259",5.397328259
"1260",9.794690598
"1261",10.78500763
"1262",7.800069643
"1263",12.0567261
"1264",10.81646844
"1265",9.990527679
"1266",9.076506067
"1267",9.640687714
"1268",7.23392867
"1269",12.20650704
"1270",11.52572908
"1271",11.14522
"1272",9.922303319
"1273",10.10980219
"1274",12.47036372
"1275",11.52199689
"1276",9.04013569
"1277",7.570956405
"1278",7.107818766
"1279",7.042654789
"1280",8.776958027
"1281",9.641393669
"1282",12.340478
"1283",11.2437857
"1284",9.668493529
"1285",9.010488883
"1286",9.919193096
"1287",8.613752101
"1288",8.327970283
"1289",10.76513467
"1290",8.152351057
"1291",8.905587423
"1292",9.803139634
"1293",10.54781659
"1294",10.63958422
"1295",11.51627921
"1296",9.636815751
"1297",10.89060282
"1298",13.49871105
"1299",8.559674797
"1300",10.92960631
"1301",9.139038097
"1302",11.02848963
"1303",11.27521566
"1304",8.39095674
"1305",11.13561028
"1306",11.89950842
"1307",10.89380386
"1308",9.571732925
"1309",11.33191313
"1310",7.700960881
"1311",9.818533963
"1312",8.662438529
"1313",10.90673248
"1314",7.96491512
"1315",8.618496557
"1316",5.662223078
"1317",10.48076547
"1318",9.872308069
"1319",13.83528148
"1320",7.475424129
"1321",10.23569114
"1322",8.512868184
"1323",8.856829534
"1324",11.70138366
"1325",10.39453323
"1326",8.177694539
"1327",9.688486529
"1328",10.49403373
"1329",10.41998177
"1330",12.97839771
"1331",11.19800613
"1332",12.5080855
"1333",11.09730712
"1334",10.88669984
"1335",6.388698835
"1336",8.825503189
"1337",6.589615262
"1338",11.56308692
"1339",8.379634012
"1340",11.33892288
"1341",9.300409853
"1342",11.06307684
"1343",11.28041106
"1344",8.276890663
"1345",8.352449416
"1346",9.695208551
"1347",7.14012773
"1348",9.783652747
"1349",9.263277909
"1350",9.461760761
"1351",8.58495155
"1352",10.11312301
"1353",7.81489186
"1354",8.403264966
"1355",6.349136545
"1356",12.1530491
"1357",14.56470327
"1358",7.268485342
"1359",7.308732868
"1360",4.503351677
"1361",9.256821314
"1362",11.96270841
"1363",10.22891951
"1364",11.64894432
"1365",10.49920416
"1366",11.9796626
"1367",8.509553517
"1368",9.827777616
"1369",13.268069
"1370",9.377612514
"1371",7.613376652
"1372",7.79265462
"1373",15.27729922
"1374",8.303336913
"1375",9.396259894
"1376",4.894553179
"1377",11.8676073
"1378",8.875769731
"1379",8.411186924
"1380",8.569074889
"1381",9.099010279
"1382",8.688569736
"1383",9.859139737
"1384",6.009304976
"1385",9.208114374
"1386",13.55386298
"1387",10.3018073
"1388",8.559697239
"1389",8.838312037
"1390",9.841047794
"1391",10.86709017
"1392",11.61056633
"1393",12.54282125
"1394",11.19203111
"1395",6.743159717
"1396",8.671977782
"1397",4.71129055
"1398",8.692490116
"1399",10.02930556
"1400",6.794678971
"1401",7.212234297
"1402",10.00185497
"1403",10.68873385
"1404",7.525059733
"1405",8.889109089
"1406",9.737677091
"1407",9.755236189
"1408",9.342562786
"1409",8.89240567
"1410",9.99932194
"1411",10.90631242
"1412",9.276572765
"1413",9.599947281
"1414",10.01092434
"1415",6.679243773
"1416",8.312597064
"1417",10.71801492
"1418",10.9059038
"1419",9.740130266
"1420",7.949688287
"1421",11.79981657
"1422",7.686626696
"1423",8.802840962
"1424",10.18285398
"1425",7.985867164
"1426",12.11142127
"1427",11.52430901
"1428",8.570994927
"1429",12.08194148
"1430",14.59056113
"1431",10.19938114
"1432",11.66115458
"1433",4.867964082
"1434",10.74212276
"1435",4.134677659
"1436",10.04112505
"1437",6.534178568
"1438",7.804219108
"1439",5.659564749
"1440",8.674898348
"1441",8.74397088
"1442",10.63682262
"1443",10.38278423
"1444",6.810117264
"1445",11.40832054
"1446",11.53061532
"1447",13.36987748
"1448",12.6368631
"1449",7.212253582
"1450",7.893768462
"1451",9.754507217
"1452",9.717695084
"1453",11.76417038
"1454",8.391777728
"1455",5.017487903
"1456",9.228869354
"1457",7.332228772
"1458",8.373064665
"1459",8.812014318
"1460",10.74982455
"1461",6.924683494
"1462",10.68118223
"1463",9.664860974
"1464",13.24023282
"1465",10.64062781
"1466",9.855465436
"1467",7.44576452
"1468",9.465704104
"1469",3.643545866
"1470",11.70050942
"1471",10.40512346
"1472",8.618711607
"1473",8.757973385
"1474",9.576617989
"1475",8.142028002
"1476",9.862250048
"1477",7.550751652
"1478",4.544574876
"1479",10.55743681
"1480",8.889338993
"1481",11.57107151
"1482",9.599958081
"1483",11.99261859
"1484",8.618982376
"1485",9.12109314
"1486",10.90620251
"1487",5.381050406
"1488",8.560188904
"1489",8.110765444
"1490",6.675345487
"1491",11.52752927
"1492",8.796640262
"1493",10.67066659
"1494",9.373121951
"1495",4.987909022
"1496",9.991136535
"1497",8.809519125
"1498",10.70605798
"1499",9.522024311
"1500",7.016248115
